Verbindung,from,to,connection,weight,source,Created by
,Jeremy Fragrance,Mathilda Huss,Annual Gala des New York Young Republican Club,1,https://archive.is/20240205191537/https://www.tagesspiegel.de/potsdam/landeshauptstadt/rechts-ist-geil-trifft-rassenkunde-nahe-zwischen-potsdamer-adlon-chefin-und-afd-spitzenpolitiker-krah-11156662.html#selection-2337.35-2337.82,Jens Kronkorken
,Jeremy Fragrance,Maximilian Krah,Annual Gala des New York Young Republican Club,1,https://archive.is/20240205191537/https://www.tagesspiegel.de/potsdam/landeshauptstadt/rechts-ist-geil-trifft-rassenkunde-nahe-zwischen-potsdamer-adlon-chefin-und-afd-spitzenpolitiker-krah-11156662.html#selection-2337.35-2337.82,Jens Kronkorken
,Klaus Pede,Mathilda Huss,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2,Jens Kronkorken
,Klaus Pede,Maximilian Krah,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2,Jens Kronkorken
,Klaus Pede,Petr Bystrom,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2,Jens Kronkorken
,Klaus Pede,Tim Krause,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2,Jens Kronkorken
,Klaus Pede,Karsten Hilse,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2,Jens Kronkorken
,Klaus Pede,Martin Reichardt,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2,Jens Kronkorken
,Klaus Pede,Stefan Keuter,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2,Jens Kronkorken
,Klaus Pede,David Bendels,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2,Jens Kronkorken
,Stefan Keuter,Maximilian Krah,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2,Jens Kronkorken
,Martin Reichhardt,Maximilian Krah,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2,Jens Kronkorken
,Karsten Hilse,Maximilian Krah,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2,Jens Kronkorken
,Petr Bystrom,Maximilian Krah,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2,Jens Kronkorken
,Oliver Flesch,Maximilian Krah,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2,Jens Kronkorken
,David Bendels,Mathilda Huss,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2,Jens Kronkorken
,David Bendels,Maximilian Krah,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2,Jens Kronkorken
,David Bendels,Stefan Keuter,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2,Jens Kronkorken
,David Bendels,Petr Bystrom,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2,Jens Kronkorken
,David Bendels,Karsten Hilse,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2,Jens Kronkorken
,David Bendels,Martin Reichardt,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2,Jens Kronkorken
,David Bendels,Tim Krause,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2,Jens Kronkorken
,Oliver Flesch,David Bendels,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2#selection-1997.324-1997.341,Jens Kronkorken
,Oliver Flesch,Martin Reichardt,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2#selection-1997.324-1997.341,Jens Kronkorken
,Oliver Flesch,Karsten Hilse,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2#selection-1997.324-1997.341,Jens Kronkorken
,Oliver Flesch,Petr Bystrom,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2#selection-1997.324-1997.341,Jens Kronkorken
,Oliver Flesch,Tim Krause,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2#selection-1997.324-1997.341,Jens Kronkorken
,Petr Bystrom,Tim Krause,Deutschland Kurier Frühlingsfest Gasthof Adlon,2,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2#selection-1997.324-1997.341,Jens Kronkorken
,Hans-Georg Maaßen,David Bendels,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2#selection-1997.324-1997.341,Simon Exner
,Hans-Georg Maaßen,Stefan Keuter,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2#selection-1997.324-1997.341,Jens Kronkorken
,Hans-Georg Maaßen,Martin Reichardt,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2#selection-1997.324-1997.341,Jens Kronkorken
,Hans-Georg Maaßen,Karsten Hilse,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2#selection-1997.324-1997.341,Jens Kronkorken
,Hans-Georg Maaßen,Tim Krause,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2#selection-1997.221-1997.231,Jens Kronkorken
,Hans-Georg Maaßen,Petr Bystrom,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2#selection-1997.221-1997.231,Jens Kronkorken
,Oliver Flesch,Hans-Georg Maaßen,Deutschland Kurier Frühlingsfest Gasthof Adlon,1,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2,Jens Kronkorken
,Hans-Georg Maaßen,Maximilian Krah,Deutschland Kurier Frühlingsfest Gasthof Adlon,2,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2#selection-1797.66-1797.81,Jens Kronkorken
,Hans-Georg Maaßen,Mathilda Huss,Deutschland Kurier Frühlingsfest Gasthof Adlon,2,https://archive.is/20240219002848/https://www.zeit.de/politik/deutschland/2024-01/hans-georg-maassen-afd-treffen-werteunion-maximilian-krah/seite-2,Jens Kronkorken
,Mathilda Huss,Maximilian Krah,Gasthof Adlon,3,https://www.tagesspiegel.de/potsdam/landeshauptstadt/rechts-ist-geil-trifft-rassenkunde-nahe-zwischen-potsdamer-adlon-chefin-und-afd-spitzenpolitiker-krah-11156662.html,Jens Kronkorken
,Nils Hartwig,Götz Kubitschek,Treffen Wahlkriesbüro Helferich Januar 2024,3,https://www.volksverpetzer.de/analyse/chronologie-afd-und-identitaeren/,Simon Exner
,Björn Höcke,Nils Hartwig,Treffen Wahlkriesbüro Helferich Januar 2024,3,https://www.volksverpetzer.de/analyse/chronologie-afd-und-identitaeren/,Simon Exner
,Björn Höcke,Götz Kubitschek,Treffen Wahlkriesbüro Helferich Januar 2024,3,https://www.volksverpetzer.de/analyse/chronologie-afd-und-identitaeren/,Simon Exner
,Matthias Helferich,Nils Hartwig,Treffen Wahlkriesbüro Helferich Januar 2024,3,https://www.volksverpetzer.de/analyse/chronologie-afd-und-identitaeren/,Simon Exner
,Matthias Helferich,Götz Kubitschek,Treffen Wahlkriesbüro Helferich Januar 2024,3,https://www.volksverpetzer.de/analyse/chronologie-afd-und-identitaeren/,Simon Exner
,Matthias Helferich,Björn Höcke,Treffen Wahlkriesbüro Helferich Januar 2024,3,https://www.volksverpetzer.de/analyse/chronologie-afd-und-identitaeren/,Simon Exner
,Götz Kubitschek,Jürgen Elsässer,Kooperationspartner,3,https://de.wikipedia.org/wiki/J%C3%BCrgen_Els%C3%A4sser,Jens Kronkorken
,Svenja Mörig,Thore Stein,Mörig-Clan,4,https://archive.is/20240125083651/https://www.faz.net/aktuell/politik/inland/geheimtreffen-initiator-moerig-wie-wagenknechts-bekannter-jahrelang-taeuschte-19464352.html#selection-4967.232-4967.278,Jens Kronkorken
,Arne Friedrich Mörig,Svenja Mörig,Mörig-Clan,4,https://archive.is/20240125083651/https://www.faz.net/aktuell/politik/inland/geheimtreffen-initiator-moerig-wie-wagenknechts-bekannter-jahrelang-taeuschte-19464352.html#selection-4967.232-4967.278,Jens Kronkorken
,Wiebke Mörig,Svenja Mörig,Mörig-Clan,4,https://archive.is/20240125083651/https://www.faz.net/aktuell/politik/inland/geheimtreffen-initiator-moerig-wie-wagenknechts-bekannter-jahrelang-taeuschte-19464352.html#selection-4967.232-4967.278,Jens Kronkorken
,Inka Mörig,Svenja Mörig,Mörig-Clan,4,https://archive.is/20240125083651/https://www.faz.net/aktuell/politik/inland/geheimtreffen-initiator-moerig-wie-wagenknechts-bekannter-jahrelang-taeuschte-19464352.html#selection-4967.232-4967.278,Jens Kronkorken
,Astrid Mörig,Svenja Mörig,Mörig-Clan,4,https://archive.is/20240125083651/https://www.faz.net/aktuell/politik/inland/geheimtreffen-initiator-moerig-wie-wagenknechts-bekannter-jahrelang-taeuschte-19464352.html#selection-4967.232-4967.278,Jens Kronkorken
,Gernot Mörig,Svenja Mörig,Mörig-Clan,4,https://archive.is/20240125083651/https://www.faz.net/aktuell/politik/inland/geheimtreffen-initiator-moerig-wie-wagenknechts-bekannter-jahrelang-taeuschte-19464352.html#selection-4967.232-4967.278,Jens Kronkorken
,Wiebke Mörig,Inka Mörig,Mörig-Clan,4,https://archive.is/20240125083651/https://www.faz.net/aktuell/politik/inland/geheimtreffen-initiator-moerig-wie-wagenknechts-bekannter-jahrelang-taeuschte-19464352.html#selection-4967.232-4967.278,Jens Kronkorken
,Wiebke Mörig,Arne Friedrich Mörig,Mörig-Clan,4,https://archive.is/20240125083651/https://www.faz.net/aktuell/politik/inland/geheimtreffen-initiator-moerig-wie-wagenknechts-bekannter-jahrelang-taeuschte-19464352.html#selection-4967.232-4967.278,Jens Kronkorken
,Wiebke Mörig,Astrid Mörig,Mörig-Clan,4,https://archive.is/20240125083651/https://www.faz.net/aktuell/politik/inland/geheimtreffen-initiator-moerig-wie-wagenknechts-bekannter-jahrelang-taeuschte-19464352.html#selection-4967.232-4967.278,Jens Kronkorken
,Inka Mörig,Sebastian Zeilinger,Mörig-Clan,4,https://archive.is/20240125083651/https://www.faz.net/aktuell/politik/inland/geheimtreffen-initiator-moerig-wie-wagenknechts-bekannter-jahrelang-taeuschte-19464352.html#selection-4967.232-4967.278,Jens Kronkorken
,Gernot Mörig,Wiebke Mörig,Mörig-Clan,4,https://archive.is/20240125083651/https://www.faz.net/aktuell/politik/inland/geheimtreffen-initiator-moerig-wie-wagenknechts-bekannter-jahrelang-taeuschte-19464352.html#selection-4967.232-4967.278,Jens Kronkorken
,Gernot Mörig,Inka Mörig,Mörig-Clan,4,https://archive.is/20240125083651/https://www.faz.net/aktuell/politik/inland/geheimtreffen-initiator-moerig-wie-wagenknechts-bekannter-jahrelang-taeuschte-19464352.html#selection-4967.232-4967.278,Jens Kronkorken
,Gernot Mörig,Astrid Mörig,Mörig-Clan,4,https://correctiv.org/aktuelles/neue-rechte/2024/01/10/geheimplan-remigration-vertreibung-afd-rechtsextreme-november-treffen/,Jens Kronkorken
,Gernot Mörig,Arne Friedrich Mörig,Mörig-Clan,4,https://correctiv.org/aktuelles/neue-rechte/2024/01/10/geheimplan-remigration-vertreibung-afd-rechtsextreme-november-treffen/,Jens Kronkorken
,Arne Friedrich Mörig,Astrid Mörig,Mörig-Clan,4,https://correctiv.org/aktuelles/neue-rechte/2024/01/10/geheimplan-remigration-vertreibung-afd-rechtsextreme-november-treffen/,Jens Kronkorken
,Oliver Kirchner,Jürgen Elsässer,Compact-Konferenz „Frieden mit Russland“,2,https://web.archive.org/web/20240122175334/https://heimatkurier.at/rechte-akteure/compact-podiumsdiskussion-mit-israels-kriegsfanatikern-gegen-die-asylflut/,Simon Exner
,Peter Feist,Jürgen Elsässer,Compact-Konferenz „Frieden mit Russland“,3,https://web.archive.org/web/20240122175334/https://heimatkurier.at/rechte-akteure/compact-podiumsdiskussion-mit-israels-kriegsfanatikern-gegen-die-asylflut/,Simon Exner
,Peter Feist,Martin Sellner,Compact-Konferenz „Frieden mit Russland“,3,https://web.archive.org/web/20240122175334/https://heimatkurier.at/rechte-akteure/compact-podiumsdiskussion-mit-israels-kriegsfanatikern-gegen-die-asylflut/,Simon Exner
,Jürgen Elsässer,Martin Sellner,Compact-Konferenz „Frieden mit Russland“,3,https://web.archive.org/web/20240122175334/https://heimatkurier.at/rechte-akteure/compact-podiumsdiskussion-mit-israels-kriegsfanatikern-gegen-die-asylflut/,Simon Exner
,Oliver Kirchner,Martin Sellner,Compact-Konferenz „Frieden mit Russland“,1,https://web.archive.org/web/20240122175334/https://heimatkurier.at/rechte-akteure/compact-podiumsdiskussion-mit-israels-kriegsfanatikern-gegen-die-asylflut/,Simon Exner
,Oliver Kirchner,Peter Feist,Compact-Konferenz „Frieden mit Russland“,2,https://web.archive.org/web/20240122175334/https://heimatkurier.at/rechte-akteure/compact-podiumsdiskussion-mit-israels-kriegsfanatikern-gegen-die-asylflut/,Simon Exner
,Nikolaus Kramer,Martin Sellner,"Podcast ""Kramers klare Kante""",2,https://www.youtube.com/watch?v=aWm8dsyxXjM,Jens Kronkorken
,Martin Sellner,Nikolaus Kramer,"Podcast ""Kramers klare Kante""",2,https://www.youtube.com/watch?v=aWm8dsyxXjM,Jens Kronkorken
,Andreas Kalbitz,Björn Höcke,"AfD Brandenburg, Flügel",3,https://de.wikipedia.org/wiki/Andreas_Kalbitz,Simon Exner
,Hans-Christoph Berndt,Tim Krause,AfD Brandenburg,3,https://www.berliner-zeitung.de/news/brandenburger-afd-fraktion-steht-nach-rechten-treffen-zu-ihrem-sprecher-tim-krause-li.2177477,Jens Kronkorken
,Sarah Wagenknecht,Volker Pispers,Pispers Wagenknecht Abendessen,1,https://www.faz.net/aktuell/politik/inland/volker-pispers-habe-moerig-und-wagenknecht-getroffen-19461186.html,Jens Kronkorken
,Gernot Mörig,Sarah Wagenknecht,Pispers Wagenknecht Abendessen,1,https://www.faz.net/aktuell/politik/inland/volker-pispers-habe-moerig-und-wagenknecht-getroffen-19461186.html,Jens Kronkorken
,Gernot Mörig,Volker Pispers,"Pispers Wagenknecht Abendessen, Zahnarztpatient",2,https://www.faz.net/aktuell/politik/inland/volker-pispers-habe-moerig-und-wagenknecht-getroffen-19461186.html,Jens Kronkorken
,Gernot Mörig,Tino Chrupalla,5. Düsseldorfer Runde,1,https://archive.is/20240125083651/https://www.faz.net/aktuell/politik/inland/geheimtreffen-initiator-moerig-wie-wagenknechts-bekannter-jahrelang-taeuschte-19464352.html#selection-4529.346-4529.351,Simon Exner
,Udo Stein,Steffen Degler,AfD Baden-Württemberg Landtag,3,https://www.zvw.de/rems-murr-kreis/brisante-personalie-backnanger-steffen-degler-arbeitet-f%C3%BCr-afd-mdl-udo-stein_arid-620117,Simon Exner
,Jörg Meuthen,Vera Lengsfeld,Neues Hambacher Fest 2018,1,https://de.wikipedia.org/wiki/Max_Otte#Verh%C3%A4ltnis_zur_AfD_und_Ausschluss_aus_der_CDU,Jens Kronkorken
,Thilo Sarrazin,Vera Lengsfeld,Neues Hambacher Fest 2018,1,https://de.wikipedia.org/wiki/Max_Otte#Verh%C3%A4ltnis_zur_AfD_und_Ausschluss_aus_der_CDU,Jens Kronkorken
,Thilo Sarrazin,Jörg Meuthen,Neues Hambacher Fest 2018,1,https://de.wikipedia.org/wiki/Max_Otte#Verh%C3%A4ltnis_zur_AfD_und_Ausschluss_aus_der_CDU,Jens Kronkorken
,Max Otte,Vera Lengsfeld,Neues Hambacher Fest 2018,1,https://de.wikipedia.org/wiki/Max_Otte#Verh%C3%A4ltnis_zur_AfD_und_Ausschluss_aus_der_CDU,Jens Kronkorken
,Max Otte,Jörg Meuthen,Neues Hambacher Fest 2018,1,https://de.wikipedia.org/wiki/Max_Otte#Verh%C3%A4ltnis_zur_AfD_und_Ausschluss_aus_der_CDU,Jens Kronkorken
,Max Otte,Thilo Sarrazin,Neues Hambacher Fest 2018,1,https://de.wikipedia.org/wiki/Max_Otte#Verh%C3%A4ltnis_zur_AfD_und_Ausschluss_aus_der_CDU,Jens Kronkorken
,Gernot Mörig,Max Otte,Düsseldofer Runden,2,,Jens Kronkorken
,Dominik Asch,Steffen Degler,"Neckarwerft Podcast der ""JA BW"", Treffen der AfD Jugend BW und der IB im Landtag",2,https://www.youtube.com/watch?v=0bIYdBTu5Xo,Simon Exner
,Dominik Asch,Anton Baron,Treffen der AfD Jugend BW und der IB im Landtag,2,https://www.zvw.de/baden-w%C3%BCrttemberg/rechtsextremisten-im-landtag-identit%C3%A4ren-kader-bei-termin-mit-afd-fraktionschef_arid-658726,Simon Exner
,Steffen Degler,Anton Baron,Treffen der AfD Jugend BW und der IB im Landtag,2,https://www.zvw.de/baden-w%C3%BCrttemberg/rechtsextremisten-im-landtag-identit%C3%A4ren-kader-bei-termin-mit-afd-fraktionschef_arid-658726,Simon Exner
,Matthias Helferich,Dominik Asch,Treffen der AfD Jugend BW und der IB im Landtag,2,https://www.zvw.de/baden-w%C3%BCrttemberg/rechtsextremisten-im-landtag-identit%C3%A4ren-kader-bei-termin-mit-afd-fraktionschef_arid-658726,Simon Exner
,Matthias Helferich,Anton Baron,Treffen der AfD Jugend BW und der IB im Landtag,2,https://www.zvw.de/baden-w%C3%BCrttemberg/rechtsextremisten-im-landtag-identit%C3%A4ren-kader-bei-termin-mit-afd-fraktionschef_arid-658726,Simon Exner
,Matthias Helferich,Steffen Degler,Treffen der AfD Jugend BW und der IB im Landtag,2,https://www.zvw.de/baden-w%C3%BCrttemberg/rechtsextremisten-im-landtag-identit%C3%A4ren-kader-bei-termin-mit-afd-fraktionschef_arid-658726,Simon Exner
,Michael Seibold,Anton Baron,Treffen der AfD Jugend BW und der IB im Landtag,2,https://www.zvw.de/baden-w%C3%BCrttemberg/rechtsextremisten-im-landtag-identit%C3%A4ren-kader-bei-termin-mit-afd-fraktionschef_arid-658726,Simon Exner
,Michael Seibold,Dominik Asch,Treffen der AfD Jugend BW und der IB im Landtag,2,https://www.zvw.de/baden-w%C3%BCrttemberg/rechtsextremisten-im-landtag-identit%C3%A4ren-kader-bei-termin-mit-afd-fraktionschef_arid-658726,Simon Exner
,Michael Seibold,Steffen Degler,Treffen der AfD Jugend BW und der IB im Landtag,3,https://www.zvw.de/baden-w%C3%BCrttemberg/rechtsextremisten-im-landtag-identit%C3%A4ren-kader-bei-termin-mit-afd-fraktionschef_arid-658726,Simon Exner
,Michael Seibold,Matthias Helferich,Treffen der AfD Jugend BW und der IB im Landtag,2,https://www.zvw.de/baden-w%C3%BCrttemberg/rechtsextremisten-im-landtag-identit%C3%A4ren-kader-bei-termin-mit-afd-fraktionschef_arid-658726,Simon Exner
,Peter Kurth,Arne Friedrich Mörig,Bundesverband der Deutschen Entsorgungs- Wasser- und Kreislaufwirtschaft,3,https://archive.is/20240131175513/https://www.spiegel.de/politik/deutschland/rechtsextremist-gernot-moerig-und-seine-verbindungen-eine-schrecklich-rechte-familie-a-4f917ae1-915e-40b3-9699-d6bddbc5b6c8#selection-2267.78-2267.151,Jens Kronkorken
,Peter Kurth,Ellen Kositza,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Maximilian Krah,Ellen Kositza,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Philip Stein,Ellen Kositza,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Dominik Kaufner,Ellen Kositza,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Benedikt Kaiser,Ellen Kositza,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Marvin T. Neumann,Ellen Kositza,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Vincenzo Richter,Ellen Kositza,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Jean-Pascal Hohm,Ellen Kositza,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Matthias Helferich,Ellen Kositza,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Torben Braga,Ellen Kositza,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Kristin Brinker,Ellen Kositza,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Mary Khan-Hohloch,Ellen Kositza,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Mathilda Huss,Ellen Kositza,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
,Martin Sellner,Ellen Kositza,Sommerfest auf der Terrasse,1,https://archive.is/20240125130452/https://www.spiegel.de/politik/deutschland/peter-kurth-geheimes-vernetzungstreffen-diese-rechtsextremen-waren-auf-der-party-des-ex-cdu-senators-a-392e71d3-fd60-42d6-9d62-a8a923dfae5c,Jens Kronkorken
